design,design_label,workload_operations,pipeline_stages,is_power_of_two,stages_with_work,pass_through_stages,min_operations_per_stage,max_operations_per_stage,pipeline_region,latency_cycles,throughput_items_per_cycle,target_mhz,target_period_ns,platform,synthesis_frontend,synthesis_hierarchical,abc_area,orfs_image,cell_count,area_um2,sequential_area_um2,combinational_area_um2,sequential_area_percent,setup_wns_ns,setup_tns_ns,setup_worst_startpoint,setup_worst_endpoint,setup_worst_path,target_met,minimum_period_ns,fmax_mhz,hold_slack_ns,sequential_power_internal_w,sequential_power_switching_w,sequential_power_leakage_w,sequential_power_total_w,combinational_power_internal_w,combinational_power_switching_w,combinational_power_leakage_w,combinational_power_total_w,clock_power_internal_w,clock_power_switching_w,clock_power_leakage_w,clock_power_total_w,power_internal_w,power_switching_w,power_leakage_w,power_total_w,vectorless_energy_per_item_pj_at_target,power_estimation,clock_tree_power_included,synthesis_problems,status,area_period_pareto,area_power_pareto,minimum_area_meeting_target,minimum_period_point,minimum_vectorless_power_point
arx,ARX pipeline,64,31,no,31,0,2,3,multi_operation,31,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23298,2845.00998,609.32736,2235.68262,21.42,-0.02406,-0.12516,pipeline_state[1][900]$_DFFE_PP_,pipeline_state[1][991]$_DFFE_PP_,pipeline_state[1][900]$_DFFE_PP_ -> pipeline_state[1][991]$_DFFE_PP_,no,1.02406,976.5,-0.10997,0.011,0.00082,3.05e-07,0.0118,0.122,0.0668,1.67e-06,0.189,0.0,0.0,0.0,0.0,0.133,0.0676,1.97e-06,0.201,201.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
arx,ARX pipeline,64,32,yes,32,0,2,2,multi_operation,32,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23448,2871.35604,628.36884,2242.9872,21.88,0.22853,0.0,pipeline_state[27][4]$_DFFE_PP_,pipeline_state[28][31]$_DFFE_PP_,pipeline_state[27][4]$_DFFE_PP_ -> pipeline_state[28][31]$_DFFE_PP_,yes,0.77147,1296.22,-0.10997,0.0104,0.000831,3.15e-07,0.0112,0.102,0.056,1.67e-06,0.157,0.0,0.0,0.0,0.0,0.112,0.0568,1.99e-06,0.169,169.0,vectorless_post_synthesis,no,0,success,yes,yes,yes,no,no
arx,ARX pipeline,64,33,no,33,0,1,2,multi_operation,33,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,24310,2965.3533,647.41032,2317.94298,21.83,0.22144,0.0,pipeline_state[27][4]$_DFFE_PP_,pipeline_state[28][31]$_DFFE_PP_,pipeline_state[27][4]$_DFFE_PP_ -> pipeline_state[28][31]$_DFFE_PP_,yes,0.7785599999999999,1284.42,-0.10997,0.0105,0.000861,3.25e-07,0.0113,0.1,0.0568,1.72e-06,0.157,0.0,0.0,0.0,0.0,0.111,0.0576,2.04e-06,0.169,169.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
arx,ARX pipeline,64,34,no,34,0,1,2,multi_operation,34,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,23869,2930.56542,666.4518,2264.11362,22.74,0.23301,0.0,pipeline_state[13][2]$_DFFE_PP_,pipeline_state[14][31]$_DFFE_PP_,pipeline_state[13][2]$_DFFE_PP_ -> pipeline_state[14][31]$_DFFE_PP_,yes,0.7669900000000001,1303.8,-0.10997,0.0106,0.000871,3.34e-07,0.0115,0.0976,0.054,1.69e-06,0.152,0.0,0.0,0.0,0.0,0.108,0.0548,2.02e-06,0.163,163.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
arx,ARX pipeline,64,35,no,35,0,1,2,multi_operation,35,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,24802,3036.59118,685.49328,2351.0979,22.57,0.23675,0.0,pipeline_state[4][74]$_DFFE_PP_,pipeline_state[5][31]$_DFFE_PP_,pipeline_state[4][74]$_DFFE_PP_ -> pipeline_state[5][31]$_DFFE_PP_,yes,0.76325,1310.19,-0.10997,0.0107,0.000899,3.44e-07,0.0116,0.0972,0.0545,1.75e-06,0.152,0.0,0.0,0.0,0.0,0.108,0.0554,2.09e-06,0.163,163.0,vectorless_post_synthesis,no,0,success,yes,no,no,no,no
arx,ARX pipeline,64,36,no,36,0,1,2,multi_operation,36,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,24943,3056.58036,704.53476,2352.0456,23.05,0.24956,0.0,pipeline_state[3][4]$_DFFE_PP_,pipeline_state[3][93]$_DFFE_PP_,pipeline_state[3][4]$_DFFE_PP_ -> pipeline_state[3][93]$_DFFE_PP_,yes,0.7504400000000001,1332.56,-0.10997,0.0108,0.000926,3.53e-07,0.0117,0.0946,0.053,1.75e-06,0.148,0.0,0.0,0.0,0.0,0.105,0.0539,2.1e-06,0.159,159.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
arx,ARX pipeline,64,37,no,37,0,1,2,multi_operation,37,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,25150,3088.8459,723.57624,2365.26966,23.43,0.23426,0.0,pipeline_state[1][330]$_DFFE_PP_,pipeline_state[1][415]$_DFFE_PP_,pipeline_state[1][330]$_DFFE_PP_ -> pipeline_state[1][415]$_DFFE_PP_,yes,0.76574,1305.92,-0.10997,0.0109,0.000941,3.63e-07,0.0119,0.0934,0.0521,1.76e-06,0.145,0.0,0.0,0.0,0.0,0.104,0.053,2.12e-06,0.157,157.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,38,no,38,0,1,2,multi_operation,38,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,25638,3146.24736,742.61772,2403.62964,23.6,0.22342,0.0,pipeline_state[3][132]$_DFFE_PP_,pipeline_state[3][223]$_DFFE_PP_,pipeline_state[3][132]$_DFFE_PP_ -> pipeline_state[3][223]$_DFFE_PP_,yes,0.77658,1287.7,-0.10997,0.011,0.000979,3.72e-07,0.012,0.0909,0.0509,1.78e-06,0.142,0.0,0.0,0.0,0.0,0.102,0.0519,2.15e-06,0.154,154.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,39,no,39,0,1,2,multi_operation,39,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,25881,3177.43398,761.6592,2415.77478,23.97,0.24037,0.0,pipeline_state[3][324]$_DFFE_PP_,pipeline_state[3][414]$_DFFE_PP_,pipeline_state[3][324]$_DFFE_PP_ -> pipeline_state[3][414]$_DFFE_PP_,yes,0.75963,1316.43,-0.10997,0.0111,0.000996,3.81e-07,0.0121,0.0892,0.05,1.79e-06,0.139,0.0,0.0,0.0,0.0,0.1,0.051,2.17e-06,0.151,151.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,40,no,40,0,1,2,multi_operation,40,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,25740,3178.96488,780.70068,2398.2642,24.56,0.22431,0.0,pipeline_state[2][452]$_DFFE_PP_,pipeline_state[3][31]$_DFFE_PP_,pipeline_state[2][452]$_DFFE_PP_ -> pipeline_state[3][31]$_DFFE_PP_,yes,0.7756900000000001,1289.17,-0.10997,0.0112,0.00101,3.91e-07,0.0122,0.087,0.0483,1.78e-06,0.135,0.0,0.0,0.0,0.0,0.0982,0.0493,2.17e-06,0.148,148.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,41,no,41,0,1,2,multi_operation,41,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,26273,3235.78314,799.74216,2436.04098,24.72,0.22932,0.0,pipeline_state[2][323]$_DFFE_PP_,pipeline_state[2][412]$_DFFE_PP_,pipeline_state[2][323]$_DFFE_PP_ -> pipeline_state[2][412]$_DFFE_PP_,yes,0.7706799999999999,1297.55,-0.10997,0.0113,0.00105,4.01e-07,0.0124,0.084,0.0475,1.8e-06,0.131,0.0,0.0,0.0,0.0,0.0953,0.0485,2.2e-06,0.144,144.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,42,no,42,0,1,2,multi_operation,42,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,26504,3267.17388,818.78364,2448.39024,25.06,0.2378,0.0,pipeline_state[0][194]$_DFFE_PP_,pipeline_state[0][287]$_DFFE_PP_,pipeline_state[0][194]$_DFFE_PP_ -> pipeline_state[0][287]$_DFFE_PP_,yes,0.7622000000000001,1311.99,-0.10997,0.0114,0.00108,4.1e-07,0.0125,0.0825,0.0462,1.81e-06,0.129,0.0,0.0,0.0,0.0,0.0939,0.0473,2.22e-06,0.141,141.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
arx,ARX pipeline,64,43,no,43,0,1,2,multi_operation,43,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,26819,3309.92244,837.82512,2472.09732,25.31,0.23474,0.0,pipeline_state[21][4]$_DFFE_PP_,pipeline_state[21][95]$_DFFE_PP_,pipeline_state[21][4]$_DFFE_PP_ -> pipeline_state[21][95]$_DFFE_PP_,yes,0.7652599999999999,1306.75,-0.10997,0.0116,0.0011,4.2e-07,0.0126,0.0815,0.0458,1.82e-06,0.127,0.0,0.0,0.0,0.0,0.0931,0.0469,2.24e-06,0.14,140.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
arx,ARX pipeline,64,44,no,44,0,1,2,multi_operation,44,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,26050,3244.38534,856.8666,2387.51874,26.41,0.21892,0.0,pipeline_state[2][335]$_DFFE_PP_,pipeline_state[2][415]$_DFFE_PP_,pipeline_state[2][335]$_DFFE_PP_ -> pipeline_state[2][415]$_DFFE_PP_,yes,0.78108,1280.28,-0.10997,0.0117,0.0011,4.29e-07,0.0128,0.0784,0.043,1.77e-06,0.121,0.0,0.0,0.0,0.0,0.0901,0.0441,2.2e-06,0.134,134.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,45,no,45,0,1,2,multi_operation,45,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,26890,3339.53442,875.90808,2463.62634,26.23,0.26224,0.0,pipeline_state[2][69]$_DFFE_PP_,pipeline_state[2][159]$_DFFE_PP_,pipeline_state[2][69]$_DFFE_PP_ -> pipeline_state[2][159]$_DFFE_PP_,yes,0.73776,1355.45,-0.10997,0.0118,0.00114,4.39e-07,0.0129,0.0773,0.0431,1.82e-06,0.12,0.0,0.0,0.0,0.0,0.0891,0.0443,2.26e-06,0.133,133.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
arx,ARX pipeline,64,46,no,46,0,1,2,multi_operation,46,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,27287,3388.52322,894.94956,2493.57366,26.41,0.24439,0.0,pipeline_state[33][17]$_DFFE_PP_,pipeline_state[34][31]$_DFFE_PP_,pipeline_state[33][17]$_DFFE_PP_ -> pipeline_state[34][31]$_DFFE_PP_,yes,0.75561,1323.44,-0.10997,0.0119,0.00115,4.48e-07,0.013,0.0758,0.042,1.84e-06,0.118,0.0,0.0,0.0,0.0,0.0877,0.0432,2.29e-06,0.131,131.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,47,no,47,0,1,2,multi_operation,47,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,28637,3524.77332,913.99104,2610.78228,25.93,0.25745,0.0,pipeline_state[1][200]$_DFFE_PP_,pipeline_state[1][287]$_DFFE_PP_,pipeline_state[1][200]$_DFFE_PP_ -> pipeline_state[1][287]$_DFFE_PP_,yes,0.7425499999999999,1346.72,-0.10997,0.012,0.0012,4.57e-07,0.0132,0.0737,0.0427,1.91e-06,0.116,0.0,0.0,0.0,0.0,0.0857,0.0439,2.37e-06,0.13,130.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
arx,ARX pipeline,64,48,no,48,0,1,2,multi_operation,48,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,28137,3486.83616,933.03252,2553.80364,26.76,0.24449,0.0,pipeline_state[20][4]$_DFFE_PP_,pipeline_state[21][31]$_DFFE_PP_,pipeline_state[20][4]$_DFFE_PP_ -> pipeline_state[21][31]$_DFFE_PP_,yes,0.75551,1323.6,-0.10997,0.0121,0.00121,4.67e-07,0.0133,0.0713,0.0403,1.88e-06,0.112,0.0,0.0,0.0,0.0,0.0834,0.0415,2.35e-06,0.125,125.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,49,no,49,0,1,2,multi_operation,49,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,28038,3489.2856,952.074,2537.2116,27.29,0.22792,0.0,pipeline_state[0][1668]$_DFFE_PP_,pipeline_state[0][1758]$_DFFE_PP_,pipeline_state[0][1668]$_DFFE_PP_ -> pipeline_state[0][1758]$_DFFE_PP_,yes,0.77208,1295.21,-0.10997,0.0122,0.00123,4.76e-07,0.0134,0.0689,0.0385,1.87e-06,0.107,0.0,0.0,0.0,0.0,0.0811,0.0397,2.35e-06,0.121,121.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,50,no,50,0,1,2,multi_operation,50,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,28532,3542.09436,971.11548,2570.97888,27.42,0.25082,0.0,pipeline_state[3][137]$_DFFE_PP_,pipeline_state[3][222]$_DFFE_PP_,pipeline_state[3][137]$_DFFE_PP_ -> pipeline_state[3][222]$_DFFE_PP_,yes,0.74918,1334.79,-0.10997,0.0123,0.00126,4.86e-07,0.0135,0.0666,0.0379,1.89e-06,0.105,0.0,0.0,0.0,0.0,0.0789,0.0391,2.37e-06,0.118,118.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,51,no,51,0,1,2,multi_operation,51,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,28642,3565.48068,990.15696,2575.32372,27.77,0.22733,0.0,pipeline_state[12][133]$_DFFE_PP_,pipeline_state[12][223]$_DFFE_PP_,pipeline_state[12][133]$_DFFE_PP_ -> pipeline_state[12][223]$_DFFE_PP_,yes,0.77267,1294.22,-0.10997,0.0124,0.00128,4.96e-07,0.0137,0.065,0.0367,1.89e-06,0.102,0.0,0.0,0.0,0.0,0.0774,0.038,2.39e-06,0.115,115.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,52,no,52,0,1,2,multi_operation,52,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,29441,3650.1759,1009.19844,2640.97746,27.65,0.25514,0.0,pipeline_state[1][715]$_DFFE_PP_,pipeline_state[1][795]$_DFFE_PP_,pipeline_state[1][715]$_DFFE_PP_ -> pipeline_state[1][795]$_DFFE_PP_,yes,0.74486,1342.54,-0.10997,0.0125,0.00131,5.05e-07,0.0138,0.063,0.0362,1.93e-06,0.0991,0.0,0.0,0.0,0.0,0.0755,0.0375,2.44e-06,0.113,113.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
arx,ARX pipeline,64,53,no,53,0,1,2,multi_operation,53,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,28794,3601.20168,1028.23992,2572.96176,28.55,0.26134,0.0,pipeline_state[0][580]$_DFFE_PP_,pipeline_state[0][671]$_DFFE_PP_,pipeline_state[0][580]$_DFFE_PP_ -> pipeline_state[0][671]$_DFFE_PP_,yes,0.73866,1353.8,-0.10997,0.0126,0.0013,5.14e-07,0.0139,0.0609,0.0342,1.9e-06,0.0951,0.0,0.0,0.0,0.0,0.0735,0.0355,2.41e-06,0.109,109.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,54,no,54,0,1,2,multi_operation,54,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,29163,3649.2282,1047.2814,2601.9468,28.7,0.24309,0.0,pipeline_state[5][69]$_DFFE_PP_,pipeline_state[5][159]$_DFFE_PP_,pipeline_state[5][69]$_DFFE_PP_ -> pipeline_state[5][159]$_DFFE_PP_,yes,0.75691,1321.16,-0.10997,0.0127,0.00131,5.23e-07,0.014,0.0593,0.033,1.92e-06,0.0923,0.0,0.0,0.0,0.0,0.072,0.0343,2.44e-06,0.106,106.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,55,no,55,0,1,2,multi_operation,55,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,29337,3670.74828,1066.32288,2604.4254,29.05,0.22547,0.0,pipeline_state[1][265]$_DFFE_PP_,pipeline_state[1][351]$_DFFE_PP_,pipeline_state[1][265]$_DFFE_PP_ -> pipeline_state[1][351]$_DFFE_PP_,yes,0.7745299999999999,1291.11,-0.10997,0.0128,0.00136,5.33e-07,0.0142,0.0565,0.0316,1.92e-06,0.0881,0.0,0.0,0.0,0.0,0.0693,0.033,2.45e-06,0.102,102.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,56,no,56,0,1,2,multi_operation,56,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,29546,3706.1631,1085.36436,2620.79874,29.29,0.24077,0.0,pipeline_state[41][15]$_DFFE_PP_,pipeline_state[42][31]$_DFFE_PP_,pipeline_state[41][15]$_DFFE_PP_ -> pipeline_state[42][31]$_DFFE_PP_,yes,0.7592300000000001,1317.12,-0.10997,0.0129,0.00136,5.43e-07,0.0143,0.0548,0.0306,1.93e-06,0.0854,0.0,0.0,0.0,0.0,0.0677,0.032,2.47e-06,0.0997,99.7,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,57,no,57,0,1,2,multi_operation,57,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,29822,3743.29836,1104.40584,2638.89252,29.5,0.24677,0.0,pipeline_state[1][4]$_DFFE_PP_,pipeline_state[1][95]$_DFFE_PP_,pipeline_state[1][4]$_DFFE_PP_ -> pipeline_state[1][95]$_DFFE_PP_,yes,0.7532300000000001,1327.62,-0.10997,0.013,0.00139,5.52e-07,0.0144,0.0532,0.0296,1.94e-06,0.0828,0.0,0.0,0.0,0.0,0.0662,0.031,2.49e-06,0.0972,97.2,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,58,no,58,0,1,2,multi_operation,58,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,30594,3828.43098,1123.44732,2704.98366,29.34,0.27629,0.0,pipeline_state[24][4]$_DFFE_PP_,pipeline_state[24][93]$_DFFE_PP_,pipeline_state[24][4]$_DFFE_PP_ -> pipeline_state[24][93]$_DFFE_PP_,yes,0.7237100000000001,1381.76,-0.10997,0.0131,0.00144,5.62e-07,0.0146,0.0512,0.0289,1.98e-06,0.0801,0.0,0.0,0.0,0.0,0.0643,0.0303,2.54e-06,0.0947,94.7,vectorless_post_synthesis,no,0,success,yes,no,no,no,no
arx,ARX pipeline,64,59,no,59,0,1,2,multi_operation,59,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,30190,3795.96132,1142.4888,2653.47252,30.1,0.25065,0.0,pipeline_state[0][1474]$_DFFE_PP_,pipeline_state[0][1567]$_DFFE_PP_,pipeline_state[0][1474]$_DFFE_PP_ -> pipeline_state[0][1567]$_DFFE_PP_,yes,0.7493500000000001,1334.49,-0.10997,0.0132,0.00143,5.71e-07,0.0147,0.049,0.0274,1.95e-06,0.0764,0.0,0.0,0.0,0.0,0.0622,0.0289,2.52e-06,0.0911,91.1,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,60,no,60,0,1,2,multi_operation,60,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,30422,3831.49278,1161.53028,2669.9625,30.32,0.27175,0.0,pipeline_state[11][12]$_DFFE_PP_,pipeline_state[11][94]$_DFFE_PP_,pipeline_state[11][12]$_DFFE_PP_ -> pipeline_state[11][94]$_DFFE_PP_,yes,0.72825,1373.15,-0.10997,0.0133,0.00146,5.8e-07,0.0148,0.0467,0.0261,1.96e-06,0.0727,0.0,0.0,0.0,0.0,0.06,0.0275,2.54e-06,0.0875,87.5,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,61,no,61,0,1,2,multi_operation,61,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,31480,3933.7569,1180.57176,2753.18514,30.01,0.25033,0.0,pipeline_state[60][9]$_DFFE_PP_,pipeline_state[61][26]$_DFFE_PP_,pipeline_state[60][9]$_DFFE_PP_ -> pipeline_state[61][26]$_DFFE_PP_,yes,0.74967,1333.92,-0.10997,0.0134,0.00152,5.9e-07,0.015,0.0448,0.0256,2.01e-06,0.0705,0.0,0.0,0.0,0.0,0.0583,0.0271,2.6e-06,0.0854,85.4,vectorless_post_synthesis,no,0,success,no,no,no,no,no
arx,ARX pipeline,64,62,no,62,0,1,2,multi_operation,62,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,31035,3909.74364,1199.61324,2710.1304,30.68,0.26235,0.0,pipeline_state[30][78]$_DFFE_PP_,pipeline_state[31][31]$_DFFE_PP_,pipeline_state[30][78]$_DFFE_PP_ -> pipeline_state[31][31]$_DFFE_PP_,yes,0.73765,1355.65,-0.10997,0.0136,0.0015,5.99e-07,0.0151,0.0428,0.024,1.99e-06,0.0669,0.0,0.0,0.0,0.0,0.0564,0.0255,2.58e-06,0.0819,81.9,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
arx,ARX pipeline,64,63,no,63,0,1,2,multi_operation,63,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,31917,3999.74598,1218.65472,2781.09126,30.47,0.3116,0.0,pipeline_state[7][388]$_DFFE_PP_,pipeline_state[7][479]$_DFFE_PP_,pipeline_state[7][388]$_DFFE_PP_ -> pipeline_state[7][479]$_DFFE_PP_,yes,0.6884,1452.64,-0.10997,0.0137,0.00158,6.09e-07,0.0152,0.0407,0.0232,2.03e-06,0.0639,0.0,0.0,0.0,0.0,0.0543,0.0248,2.64e-06,0.0791,79.1,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
arx,ARX pipeline,64,64,yes,64,0,1,1,one_operation,64,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,32116,4035.21912,1237.6962,2797.52292,30.67,0.52032,0.0,pipeline_state[23][10]$_DFFE_PP_,pipeline_state[24][28]$_DFFE_PP_,pipeline_state[23][10]$_DFFE_PP_ -> pipeline_state[24][28]$_DFFE_PP_,yes,0.47968,2084.73,-0.10997,0.0138,0.00157,6.19e-07,0.0153,0.039,0.0223,2.04e-06,0.0613,0.0,0.0,0.0,0.0,0.0527,0.0239,2.66e-06,0.0766,76.6,vectorless_post_synthesis,no,0,success,yes,yes,no,yes,yes
rs_chien,RS Chien/Horner pipeline,64,1,yes,1,0,64,64,multi_operation,1,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22002,2858.68602,193.59324,2665.09278,6.77,-8.2033,-84.93118,coefficient_reg[1][317]$_DFFE_PP_,pipeline_accumulator[0][16]$_DFFE_PP_,coefficient_reg[1][317]$_DFFE_PP_ -> pipeline_accumulator[0][16]$_DFFE_PP_,no,9.203299999999999,108.66,-0.09852,0.00138,0.000109,1.03e-07,0.00149,0.805,0.619,2.08e-06,1.42,0.0,0.0,0.0,0.0,0.806,0.619,2.19e-06,1.43,1430.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,2,yes,2,0,32,32,multi_operation,2,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21797,2663.31402,199.80432,2463.5097,7.5,-3.73997,-74.13029,pipeline_accumulator[0][18]$_DFFE_PP_,pipeline_accumulator[0][23]$_DFFE_PP_,pipeline_accumulator[0][18]$_DFFE_PP_ -> pipeline_accumulator[0][23]$_DFFE_PP_,no,4.7399700000000005,210.97,-0.09852,0.00163,0.000116,1.06e-07,0.00174,0.83,0.588,1.87e-06,1.42,0.0,0.0,0.0,0.0,0.831,0.588,1.98e-06,1.42,1420.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
